ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"159.192.140.230","elite","AS131090","TH","CAT-BB","308","N/A","5678","socks4","5085","1","2023-09-30T02:00:21.892Z","98","3932","4015"
"45.196.151.43","elite","AS7018","US","AT&T Services, Inc.","86","AQUA Networks Limited","5432","socks4","4896","85","2023-09-30T02:00:21.891Z","98","3907","3994"
"168.119.209.189","elite","AS24940","DE","Hetzner Online GmbH","23","Hetzner","60006","socks5","4903","1","2023-09-30T02:00:21.986Z","100","4099","4099"
"194.6.233.122","elite","AS33927","UA","Ukrmirkom LTD","92","Specavtomatica Ltd","3629","socks4","5084","78","2023-09-30T02:00:18.746Z","99","4086","4144"
"43.250.81.154","elite","AS58689","BD","ICC Communication","284","N/A","34432","socks4","4996","1","2023-09-30T02:00:18.747Z","76","3149","4159"
"104.21.66.184","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks5","5106","1","2023-09-30T02:00:18.741Z","100","4006","4006"
"103.10.210.17","elite","AS45804","IN","Meghbela Broadband","195","Meghbela Cable & Broadband Services (P) Ltd","44550","socks4","4695","1","2023-09-30T02:00:18.749Z","99","4116","4162"
"159.69.43.215","elite","AS24940","DE","Hetzner Online GmbH","99","Hetzner","22139","socks5","3507","1","2023-09-30T02:00:18.933Z","100","4010","4016"
"140.250.147.114","elite","AS4134","CN","Chinanet","227","Chinanet SD","1080","socks4","4914","1","2023-09-30T02:00:18.745Z","73","3018","4109"
"70.60.230.8","elite","AS11426","US","Spectrum","98","Fastlink Communications Inc","34116","socks4","2606","1","2023-09-30T02:00:15.044Z","100","4119","4131"
"45.8.105.194","elite","AS209242","DE","Cloudflare London, LLC","82","Araxio Development N.V","80","socks4","418","1","2023-09-30T02:00:15.033Z","100","4011","4011"
"139.59.61.117","elite","AS14061","IN","DigitalOcean, LLC","128","DigitalOcean, LLC","18717","socks4","2905","1","2023-09-30T02:00:14.946Z","70","2873","4076"
"154.113.161.1","elite","AS37282","NG","Mainone Cable Company","129","Mainone Cable Company","5678","socks4","4908","1","2023-09-30T02:00:14.947Z","100","4119","4130"
"45.112.125.53","elite","AS58369","ID","FIBERNET","189","N/A","4145","socks4","5295","1","2023-09-30T02:00:14.950Z","99","4011","4048"
"93.171.224.55","elite","AS211570","UA","PE TV and Radio Company Kentavr-TV","93","PE TV and Radio Company Kentavr-TV","4153","socks4","5096","1","2023-09-30T02:00:14.949Z","99","4179","4205"
"47.49.228.234","elite","AS20115","US","Charter Communications","186","Spectrum","80","socks5","4887","1","2023-09-30T02:00:11.136Z","99","3964","3990"
"197.234.13.49","elite","AS36902","SC","Intelvision","163","Intelvision Ltd","4145","socks4","4812","1","2023-09-30T02:00:11.045Z","100","4056","4071"
"200.212.2.71","elite","AS4230","BR","Claro S.A.","284","Claro S.A","61283","socks4","5106","1","2023-09-30T02:00:11.133Z","99","4070","4099"
"104.197.84.43","elite","AS396982","US","Google LLC","106","Google Cloud (us-central1)","80","socks5","5194","1","2023-09-30T02:00:11.044Z","100","4127","4127"
"179.191.12.97","elite","AS265440","BR","Telnet Sistemas e Comunicações","206","Telnet Sistemas e Comunicações","4153","socks4","3302","1","2023-09-30T02:00:11.134Z","97","4068","4183"
"50.47.75.218","elite","AS20055","US","Wholesail networks LLC","193","Ziply Fiber","5678","socks4","5092","1","2023-09-30T02:00:07.345Z","98","4101","4193"
"165.154.235.178","elite","AS142002","US","Scloud Pte Ltd","188","Scloud Pte Ltd","14200","socks4","5084","1","2023-09-30T02:00:07.239Z","46","1897","4120"
"45.70.204.21","elite","AS267586","BR","Rafael Pierre Barbosa - Me","158","Rafael Pierre Barbosa - Me","4145","socks4","4692","1","2023-09-30T02:00:07.243Z","100","4048","4053"
"120.24.194.9","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","214","Aliyun Computing Co., LTD","19009","socks5","4897","1","2023-09-30T02:00:07.241Z","82","3323","4071"
"54.37.75.103","elite","AS16276","DE","OVH SAS","11","OVH GmbH","11419","socks4","4987","1","2023-09-30T02:00:07.343Z","100","4072","4072"
"114.219.104.31","elite","AS4134","CN","Chinanet","190","Chinanet JS","10001","socks4","4602","1","2023-09-30T02:00:07.247Z","57","2377","4158"
"103.80.118.242","elite","AS135834","IN","Multicraft Digital Technologies Private Limited","195","Multicraft Digital Technologies Private Limited","51080","socks5","2013","2","2023-09-30T02:00:06.176Z","86","3552","4113"
"43.246.143.250","elite","AS134294","IN","R P World Telecom Pvt Ltd","162","R P World Telecom Pvt Ltd","9999","socks4","420","1","2023-09-30T02:00:06.178Z","98","4108","4171"
"143.95.103.43","elite","AS46606","US","Unified Layer","132","Athenix Inc","60088","socks4","5092","1","2023-09-30T02:00:04.775Z","92","3777","4089"
"111.172.234.244","elite","AS138982","CN","China Telecom","282","Chinanet HB","23456","socks5","5001","1","2023-09-30T02:00:04.694Z","79","3237","4084"
"45.126.168.81","elite","AS134014","IN","NET 4 U SERVICES PVT LTD","198","NET 4 U Services PVT LTD","4145","socks4","4218","1","2023-09-30T02:00:04.774Z","99","4100","4136"
"103.47.93.234","elite","AS134058","IN","Broban Internet Services Pvt.ltd","149","Broban  PVT Ltd.","1080","socks4","1604","1","2023-09-30T02:00:02.342Z","99","4081","4107"
"195.110.38.190","elite","AS48715","IR","Sefroyek Pardaz Engineering Co. LTD","95","Sefroyek Pardaz Engineering Co. LTD","1080","socks5","3801","1","2023-09-30T02:00:02.633Z","24","956","4046"
"197.234.13.10","elite","AS36902","SC","Intelvision","192","Intelvision Ltd","4145","socks4","4996","3","2023-09-30T02:00:02.347Z","100","4082","4097"
"171.100.22.133","elite","AS17552","TH","True Internet Corporation CO. Ltd.","186","Truenet CM","5678","socks4","4996","1","2023-09-30T01:59:58.336Z","84","3412","4075"
"186.46.166.50","elite","AS28006","EC","Corporacion Nacional De Telecomunicaciones - CNT EP","201","Corporacion Nacional De Telecomunicaciones - CNT EP","5678","socks4","5095","2","2023-09-30T01:59:58.338Z","95","3876","4094"
"185.220.87.150","elite","AS205375","ES","Jose Antonio Ruiz Zamore","43","N/A","4153","socks4","4806","1","2023-09-30T01:59:58.348Z","99","4098","4138"
"149.20.253.66","elite","AS18615","US","Mainstream Fiber Networks, LLC","101","Mainstream Fiber Networks, LLC","12551","socks4","4611","1","2023-09-30T01:59:58.335Z","100","4057","4066"
"2.197.124.172","elite","AS16232","IT","Telecom Italia Mobile","98","N/A","4153","socks4","2806","1","2023-09-30T01:59:58.250Z","96","3850","3990"
"82.117.204.174","elite","AS31042","RS","Serbia BroadBand","79","N/A","5678","socks4","5598","1","2023-09-30T01:59:54.350Z","100","4086","4106"
"103.214.156.40","elite","AS135339","BD","Fuad Muhammad Shorfuddin","165","N/A","5678","socks4","5400","82","2023-09-30T01:59:54.250Z","87","3580","4093"
"202.159.35.161","elite","AS9340","ID","PT IndoInternet","191","N/A","443","socks4","2298","1","2023-09-30T01:59:54.245Z","100","4135","4144"
"5.180.100.24","elite","AS41813","UA","LLC ONLINETELECOM","58","LLC ONLINETELECOM","5678","socks4","4908","1","2023-09-30T01:59:54.250Z","91","3731","4092"
"176.74.118.133","elite","AS34797","GE","EGRISI","96","Systemnet LTD","5678","socks4","4701","1","2023-09-30T01:59:54.336Z","99","4061","4093"
"202.146.228.254","elite","AS9326","ID","PT Centrin Utama","200","Centrin","8088","socks4","3494","1","2023-09-30T01:59:54.334Z","99","4133","4157"
"8.219.150.127","elite","AS45102","SG","Alibaba (US) Technology Co., Ltd.","381","Alibaba.com Singapore E-Commerce Private Limited","443","socks5","5009","1","2023-09-30T01:59:54.247Z","11","470","4089"
"181.88.73.150","elite","AS7303","AR","Telecom Argentina S.A","295","Telecom Acceso","5678","socks4","4710","1","2023-09-30T01:59:54.249Z","100","4042","4056"
"84.51.0.199","elite","AS34984","TR","Superonline Iletisim Hizmetleri A.S.","57","Siba Bilisim Telekominikasyon Elektronik Ithalat Ihracat Limited","4145","socks4","5096","1","2023-09-30T01:59:54.433Z","100","4158","4160"
"45.70.204.233","elite","AS267586","BR","Rafael Pierre Barbosa - Me","197","Rafael Pierre Barbosa - Me","4145","socks4","4898","1","2023-09-30T01:59:54.246Z","100","4093","4103"
"120.46.137.97","elite","AS55990","CN","Huawei Cloud Service data center","156","Huawei Cloud Service","8080","socks5","4804","1","2023-09-30T01:59:50.542Z","79","3247","4106"
"207.180.213.101","elite","AS51167","DE","Contabo GmbH","19","Contabo GmbH","7497","socks5","5102","1","2023-09-30T01:59:50.542Z","55","2228","4054"
"103.94.133.91","elite","AS136128","ID","PT CITRA AKSES INDONUSA","183","PT CITRA AKSES INDONUSA","4153","socks4","5106","1","2023-09-30T01:59:50.539Z","98","4046","4122"
"103.19.129.137","elite","AS132566","IN","Skynet Internet Broadband Pvt. Ltd","192","N/A","83","socks4","488","1","2023-09-30T01:59:50.546Z","99","4034","4091"
"103.26.247.102","elite","AS58717","BD","Summit Communications Limited","198","N/A","56707","socks4","4991","1","2023-09-30T01:59:50.545Z","99","4014","4043"
"110.78.148.87","elite","AS131090","TH","CAT-BB","289","N/A","4145","socks4","4991","1","2023-09-30T01:59:49.678Z","73","2987","4096"
"139.255.86.226","elite","AS9905","ID","PT. LINKNET","198","N/A","5678","socks4","5000","1","2023-09-30T01:59:49.678Z","91","3775","4127"
"137.110.161.153","elite","AS7377","US","University of California, San Diego","142","University of California, San Diego","80","socks4","589","1","2023-09-30T01:59:49.681Z","100","4064","4067"
"197.234.13.24","elite","AS36902","SC","Intelvision","168","Intelvision Ltd","4145","socks4","5105","1","2023-09-30T01:59:46.250Z","100","4066","4080"
"60.223.244.119","elite","AS4837","CN","China Unicom China169 Network","287","N/A","10800","socks4","4994","1","2023-09-30T01:59:46.337Z","84","3356","3972"
"193.8.87.43","elite","AS197698","CZ","D-H-T SYSTEMS s.r.o.","96","D-H-T SYSTEMS s.r.o","4444","socks4","280","1","2023-09-30T01:59:46.333Z","100","4028","4031"
"180.183.140.141","elite","AS45629","TH","Triple T Broadband Public Company Limited","176","Triple T Broadband Public Company Limited","8080","socks5","2603","1","2023-09-30T01:59:46.248Z","94","3823","4056"
"5.181.252.102","elite","AS44128","RU","INTERNET-PRO","77","N/A","7497","socks5","5194","1","2023-09-30T01:59:46.337Z","54","2255","4160"
"104.16.108.42","elite","AS137554","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","5098","1","2023-09-30T01:59:42.250Z","100","4064","4065"
"49.51.27.198","elite","AS132203","CA","OPHL","98","Tencent cloud computing (Beijing) Co., Ltd.","443","socks5","4497","1","2023-09-30T01:59:42.335Z","80","3252","4067"
"177.136.124.45","elite","AS28186","BR","ITS TELECOMUNICACOES LTDA","200","ITS TELECOMUNICACOES LTDA","56113","socks4","5091","1","2023-09-30T01:59:42.336Z","82","3414","4153"
"157.245.62.1","elite","AS14061","SG","DigitalOcean, LLC","150","DigitalOcean, LLC","9050","socks4","5007","1","2023-09-30T01:59:42.333Z","100","4087","4103"
"103.210.35.40","elite","AS59151","ID","Diskominfo DIY","207","Bidang Layanan Teknologi dan Informasi Dinas Perhubungan","4145","socks4","5092","82","2023-09-30T01:59:42.244Z","97","4064","4171"
"208.113.155.176","elite","AS26347","US","New Dream Network, LLC","82","New Dream Network, LLC","12886","socks4","493","1","2023-09-30T01:59:42.249Z","100","4082","4089"
"170.233.27.207","elite","AS265085","BR","José Aderaldo de souza Fernandes","229","Linfortel Internet","26508","socks4","4992","1","2023-09-30T01:59:38.736Z","50","2046","4127"
"110.93.231.73","elite","AS38193","PK","TRANSWORLD ASSOCIATES (PVT) LIMITED","197","TW RO","5678","socks4","5093","1","2023-09-30T01:59:38.737Z","99","3986","4034"
"1.0.136.207","elite","AS23969","TH","TOT Public Company Limited","288","TOT Public Company Limited","4145","socks4","5107","1","2023-09-30T01:59:38.649Z","42","1703","4083"
"68.183.25.78","elite","AS14061","US","DigitalOcean, LLC","82","DigitalOcean, LLC","23017","socks5","4895","1","2023-09-30T01:59:38.735Z","100","4058","4067"
"103.35.108.206","elite","AS23991","BD","Ranks ITT","197","Ranks ITT Ltd.","4145","socks4","4905","1","2023-09-30T01:59:38.647Z","99","4113","4142"
"202.154.178.243","elite","AS9341","ID","PT Indonesia Comnets Plus","164","Jakarta1 Iconpln","5678","socks4","4900","1","2023-09-30T01:59:34.489Z","96","3984","4154"
"186.224.225.98","elite","AS53171","BR","Path Telecom S.A.","286","Path Telecom S.A","4145","socks4","4809","1","2023-09-30T01:59:34.544Z","100","4122","4138"
"167.86.76.187","elite","AS51167","DE","Contabo GmbH","16","Contabo GmbH","7497","socks5","4303","1","2023-09-30T01:59:34.541Z","69","2811","4085"
"186.211.105.202","elite","AS53062","BR","Ggnet Telecom Backbone","203","Ggnet Telecom Backbone","43573","socks4","5096","1","2023-09-30T01:59:34.539Z","99","4088","4132"
"85.92.183.37","elite","AS199335","GB","Talk Straight Ltd.","10","N/A","4145","socks4","4995","82","2023-09-30T01:59:34.639Z","100","4139","4143"
"202.124.43.254","elite","AS9902","KH","NeocomISP Limited","205","NeocomISP Limited","4145","socks4","4990","1","2023-09-30T01:59:34.543Z","99","4009","4030"
"203.76.103.117","elite","AS23688","BD","Link3 Technologies Limited","200","Corporate Subscriber","4145","socks4","4792","82","2023-09-30T01:59:34.546Z","97","4044","4174"
"116.58.232.99","elite","AS131090","TH","CAT-BB","292","N/A","4145","socks4","5189","1","2023-09-30T01:59:34.542Z","61","2485","4071"
"35.180.201.66","elite","AS16509","FR","Amazon Technologies Inc.","2","AWS EC2 (eu-west-3)","3128","socks4","5184","1","2023-09-30T01:59:33.278Z","100","4132","4132"
"81.12.124.86","elite","AS42337","IR","Respina Networks & Beyond PJSC","196","Respina Networks","5678","socks4","5095","1","2023-09-30T01:59:30.638Z","93","3752","4041"
"192.154.195.76","elite","AS64200","US","Vivid-hosting LLC","199","Vivid-hosting LLC","9000","socks5","4997","1","2023-09-30T01:59:30.637Z","100","3978","3984"
"203.23.103.127","elite","AS209242","BZ","Cloudflare London, LLC","11","Umpire Associates LTD","80","socks4","227","1","2023-09-30T01:59:30.634Z","100","4057","4057"
"104.156.225.134","elite","AS20473","US","The Constant Company","82","Vultr Holdings, LLC","10117","socks5","4597","1","2023-09-30T01:59:26.642Z","52","2139","4079"
"201.48.125.221","elite","AS16735","BR","ALGAR TELECOM S/A","283","ALGAR TELECOM S/A","4153","socks4","4809","1","2023-09-30T01:59:26.648Z","100","4154","4172"
"43.134.230.145","elite","AS132203","SG","Aceville Pte.ltd","323","N/A","443","socks5","5085","3","2023-09-30T01:59:26.646Z","96","3902","4076"
"103.79.96.173","elite","AS64308","ID","PT IndoDev Niaga Internet","182","PT IndoDev Niaga Internet","4153","socks4","4587","1","2023-09-30T01:59:26.644Z","100","4106","4122"
"37.193.227.108","elite","AS31200","RU","Novotelecom Ltd","94","Novotelecom ltd.","1080","socks5","4607","1","2023-09-30T01:59:26.649Z","85","3529","4142"
"103.66.233.153","elite","AS134014","IN","NET 4 U SERVICES","122","N/A","4145","socks4","4612","1","2023-09-30T01:59:22.346Z","99","4027","4052"
"8.39.228.129","elite","AS3356","US","Level 3 Communications, Inc.","120","Level 3, LLC","39593","socks4","4991","1","2023-09-30T01:59:22.433Z","99","4126","4155"
"45.8.104.168","elite","AS209242","DE","Cloudflare London, LLC","11","Araxio Development N.V","80","socks4","4997","1","2023-09-30T01:59:22.438Z","100","4097","4097"
"193.252.50.1","elite","AS3215","FR","Orange","10","N/A","3820","socks5","615","1","2023-09-30T01:59:22.448Z","96","3942","4122"
"103.105.55.4","elite","AS136873","ID","PT. Mega Artha Lintas Data","287","N/A","8181","socks5","3114","1","2023-09-30T01:59:22.349Z","98","4004","4073"
"113.161.248.125","elite","AS45899","VN","VietNam Post and Telecom Corporation","210","Vietnam Posts and Telecommunications Group","1080","socks4","4998","1","2023-09-30T01:59:22.435Z","96","3949","4132"
"202.4.107.70","elite","AS23956","BD","dhakaCom Limited","184","DhakaCom Limited","5678","socks4","4906","1","2023-09-30T01:59:22.349Z","99","3953","4012"
"194.26.224.250","elite","AS48031","UA","Ivanov Vitaliy Sergeevich","54","Proline IT Ltd","58503","socks4","5100","1","2023-09-30T01:59:22.449Z","100","4100","4117"
"183.89.180.128","elite","AS45629","TH","Triple T Broadband Public Company Limited","193","Triple T Broadband Public Company Limited","8080","socks4","226","1","2023-09-30T01:59:22.437Z","93","3672","3945"
"103.79.96.201","elite","AS64308","ID","PT IndoDev Niaga Internet","187","PT IndoDev Niaga Internet","4153","socks4","5197","1","2023-09-30T01:59:18.782Z","100","4132","4137"
"80.52.223.98","elite","AS5617","PL","Orange Polska Spolka Akcyjna","202","Orange Polska S.A.","5678","socks4","4193","1","2023-09-30T01:59:18.876Z","98","4012","4095"
"138.68.135.103","elite","AS14061","GB","DigitalOcean, LLC","14","DigitalOcean, LLC","3128","socks5","3400","1","2023-09-30T01:59:18.781Z","92","3720","4022"
"110.78.164.188","elite","AS131090","TH","CAT-BB","287","N/A","4153","socks4","208","1","2023-09-30T01:59:18.780Z","54","2259","4157"
"176.57.75.111","elite","AS199634","RU","Yedinaya Setevaya Kompaniya Ltd","48","Esknet","5678","socks4","1117","1","2023-09-30T01:59:18.782Z","99","4093","4139"
"212.200.149.242","elite","AS8400","RS","TELEKOM-SRBIJA","35","N/A","5678","socks4","4905","1","2023-09-30T01:59:17.441Z","91","3734","4122"
"107.148.246.128","elite","AS54600","US","PEG TECH INC","185","PEG TECH INC","3128","socks4","2183","1","2023-09-30T01:59:17.446Z","62","2569","4123"
"112.199.95.122","elite","AS9658","PH","Eastern Telecommunications Philippines, Inc.","299","Eastern Telecommunications Philippines, Inc","8080","socks4","5002","1","2023-09-30T01:59:17.444Z","100","4139","4151"
"202.124.46.65","elite","AS9902","KH","NeocomISP Limited","287","NeocomISP Limited","4145","socks4","5003","1","2023-09-30T01:59:17.441Z","100","4097","4109"
"192.154.194.99","elite","AS64200","US","Vivid-hosting LLC","138","Vivid-hosting LLC","9000","socks5","5092","1","2023-09-30T01:59:13.234Z","100","4022","4026"
"171.35.220.96","elite","AS4837","CN","China Unicom Jiangxi Province Network","194","N/A","9999","socks4","218","1","2023-09-30T01:59:13.235Z","44","1798","4107"
"103.76.188.97","elite","AS135758","IN","Alacriy Net System Service Private Limited","196","Alacriy Net System Service Private Limited","4153","socks4","1586","1","2023-09-30T01:59:09.038Z","100","4116","4133"
"82.115.21.188","elite","AS212552","DE","BitCommand","18","BitCommand LLC","1080","socks5","4798","1","2023-09-30T01:59:09.136Z","83","3334","4037"
"168.205.217.78","elite","AS264869","BR","SPEED MAX TELECOMUNICAÔÔES LTDA ME","291","SPEED MAX TELECOMUNICAÇÕES LTDA ME","4145","socks4","3592","1","2023-09-30T01:59:09.039Z","81","3232","3998"
"180.246.62.222","elite","AS7713","ID","PT. TELKOM INDONESIA","190","N/A","8080","socks4","4797","1","2023-09-30T01:59:09.037Z","85","3455","4058"
"181.117.128.38","elite","AS11664","AR","Techtel LMDS Comunicaciones Interactivas S.A.","265","AMX Argentina S.A","5678","socks4","3797","1","2023-09-30T01:59:08.951Z","100","4132","4133"
"135.181.79.170","elite","AS24940","FI","Hetzner Online GmbH","81","Hetzner","22679","socks4","1499","1","2023-09-30T01:59:05.140Z","96","3903","4057"
"119.10.177.90","elite","AS24530","ID","PT. Power Telecom Indonesia","293","Powertel","4145","socks4","4807","1","2023-09-30T01:59:05.043Z","96","3921","4103"
"54.38.72.186","elite","AS16276","GB","OVH SAS","9","OVH Ltd","16838","socks4","2217","1","2023-09-30T01:59:05.138Z","96","3915","4090"
"172.104.47.98","elite","AS63949","SG","Akamai Technologies","156","Linode","34503","socks4","1502","1","2023-09-30T01:59:05.037Z","99","4091","4115"
"36.83.78.197","elite","AS7713","ID","PT. TELKOM INDONESIA","201","N/A","8080","socks4","4799","1","2023-09-30T01:59:05.040Z","76","3063","4046"
"195.93.200.140","elite","AS44335","DE","nocyo GmbH","14","nocyo GmbH","80","socks4","5009","1","2023-09-30T01:59:05.045Z","82","3259","3978"
"43.153.108.126","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","192","Tencent Cloud Computing","443","socks5","2098","2","2023-09-30T01:59:04.081Z","72","2938","4109"
"168.138.162.66","elite","AS31898","SG","Oracle Corporation","314","Oracle Public Cloud","1080","socks4","4791","1","2023-09-30T01:59:04.082Z","68","2733","4009"
"195.210.172.46","elite","AS8359","RU","MTS PJSC","57","InterneyshenelHouse","58350","socks4","5001","1","2023-09-30T01:59:04.082Z","97","3937","4054"
"172.64.207.185","elite","AS13335","US","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4998","1","2023-09-30T01:59:02.784Z","100","4005","4005"
"117.202.20.69","elite","AS9829","IN","BSNL Internet","150","NIB","1088","socks4","3993","1","2023-09-30T01:59:02.786Z","97","3895","4036"
"172.87.152.122","elite","AS11427","US","Spectrum","119","Laredo Executive INN","39593","socks4","5098","1","2023-09-30T01:59:02.784Z","99","4090","4115"
"110.78.149.110","elite","AS131090","TH","CAT-BB","299","N/A","4145","socks4","5090","1","2023-09-30T01:59:02.787Z","76","3125","4093"
"45.77.153.183","elite","AS20473","US","The Constant Company","82","Vultr Holdings, LLC","10284","socks4","4711","1","2023-09-30T01:59:01.038Z","93","3813","4108"
"149.202.23.207","elite","AS16276","ES","OVH SAS","5","Hekmatyar Koko","16379","socks5","4492","1","2023-09-30T01:59:01.039Z","100","4069","4072"
"103.199.97.17","elite","AS45804","IN","New Shivam Cable Network","154","N/A","39825","socks4","4805","1","2023-09-30T01:59:00.941Z","97","3900","4022"
"159.69.208.32","elite","AS24940","DE","Hetzner Online GmbH","89","Hetzner","12001","socks4","3191","1","2023-09-30T01:59:00.935Z","97","3916","4048"
"84.53.247.204","elite","AS34168","RU","Elcom ISP","72","OJSC Rostelecom","53281","socks4","4602","1","2023-09-30T01:59:00.939Z","99","4032","4053"
"170.238.180.21","elite","AS266331","BR","Global Net Informatica Ltda","215","Global Net Informatica Ltda","4145","socks4","4294","1","2023-09-30T01:59:00.942Z","99","4055","4096"
"101.42.116.41","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","199","Tencent Cloud Computing (Beijing) Co., Ltd","10809","socks4","2179","1","2023-09-30T01:58:57.044Z","81","3321","4080"
"38.127.179.121","elite","AS174","US","Cogent Communications","79","Torlandia Trading SRL","11537","socks5","4806","1","2023-09-30T01:58:57.046Z","100","4039","4049"
"165.227.139.174","elite","AS14061","DE","DigitalOcean, LLC","29","DigitalOcean, LLC","53913","socks5","4691","1","2023-09-30T01:58:57.045Z","100","4077","4084"
"47.242.34.249","elite","AS45102","HK","Alibaba.com LLC","287","Hong Kong","33888","socks5","3690","1","2023-09-30T01:58:57.033Z","97","3872","4012"
"154.79.242.178","elite","AS36926","KE","Airtel KE Mobile & Fixed Internet","194","N/A","10801","socks4","4900","1","2023-09-30T01:58:56.946Z","93","3883","4188"
"197.232.36.85","elite","AS36866","KE","Jamii Telecommunications Limited","179","Faiba Enterprise","5678","socks4","1079","1","2023-09-30T01:58:56.944Z","99","4081","4138"
"43.157.32.230","elite","AS132203","DE","Aceville Pte.ltd","12","N/A","443","socks5","4889","82","2023-09-30T01:58:56.947Z","71","2850","4034"
"177.125.165.170","elite","AS262346","BR","FP Telecomunicacoes Ltda","204","FP Telecomunicacoes Ltda","4145","socks4","602","1","2023-09-30T01:58:56.942Z","67","2714","4074"
"192.241.205.63","elite","AS14061","US","DigitalOcean, LLC","194","Digital Ocean","60092","socks5","5001","1","2023-09-30T01:58:56.950Z","100","3973","3975"
"103.59.190.2","elite","AS58678","IN","Flash Broadband Pvt Ltd","140","Flash Broadband Pvt Ltd","56252","socks4","5099","82","2023-09-30T01:58:52.742Z","99","4038","4067"
